"V400","V401","V402"
278.72,281.72,282.62
276.25,281.65,282.9
274.22,279.87,282.24
277.32,281.58,282.82
274.47,280.7,282.71
275.82,280.41,282.47
277.05,280.65,282.49
275.76,280.56,282.48
274.98,280.72,282.55
277.37,281.8,282.88
279.16,281.62,282.7
285.61,285.24,283.47
287.25,286.59,284.01
279.78,283.5,283.66
276.75,281.61,283.02
282,283.47,283.37
277.14,282.38,283.44
275.53,281.2,282.93
273.94,280.43,282.91
276.85,283.22,283.69
276.97,281.56,283.19
283.82,283.74,283.52
283,284.07,283.64
279.88,283.43,283.4
290.43,286.71,283.99
289.12,287.82,284.56
284.29,285.33,284.14
281.59,284.33,284.18
278.46,282.6,283.77
284.25,283.59,283.99
290.57,286.24,284.2
293.79,288.71,284.92
290.13,288.47,285.22
281.58,285.35,284.83
280.41,284.14,284.42
287.41,286.41,284.94
287.44,286.25,284.97
288.18,286.55,285.01
285.3,286.01,285.12
277.35,282.46,284.5
276.34,282.02,284.23
283.1,284.4,284.62
290.84,288.28,285.48
292.38,288.94,285.59
295.01,290.2,286.05
291.11,287.87,285.8
291.93,288.62,286.06
293.48,290.28,286.56
290.64,289.23,286.5
290.88,289.13,286.71
292.97,290.26,287.21
292.17,290.9,287.57
289.45,289.28,287.57
289.16,289.76,288.05
288.07,289.58,288.24
284.24,287.9,287.79
285.23,287.44,287.89
289.48,288.89,287.82
293.24,291.14,288.02
293.71,290.7,288.3
296.31,292.04,288.69
288.11,289.01,288.54
288.05,289.46,288.8
288.37,289.36,288.63
294.43,291.14,288.85
296.31,293.55,289.63
286.87,290.3,289.44
283.15,288.31,289.19
284.85,288.63,289.1
285.14,289.36,289.23
289.17,290.19,289.04
288.87,290.45,289.1
285.81,289.22,288.86
285.65,288.19,288.79
286.41,288.58,288.72
288.43,289.3,288.74
290.48,290.82,289.09
288.99,291.29,289.51
287.21,290.33,289.42
287.78,290.41,289.64
288.43,291.58,290.12
284.63,289.51,289.81
283.04,288.79,289.89
287.16,289.21,289.66
290.33,291.28,290.02
289.16,290.94,290.09
287.18,289.5,290.06
291.13,291.37,290.41
293.82,291.64,290.39
294.21,292.13,290.74
288.88,291.26,290.87
286.69,290.1,290.61
287.86,289.83,290.47
288.69,290.07,290.47
292.82,292.89,291.19
291.64,291.81,291.19
293.72,292.84,291.44
294.64,293.71,291.84
296.2,293.63,291.9
299.97,296.6,292.8
297.64,294.09,292.49
300.48,295.77,292.75
295.68,295.85,293.14
296.14,294.81,293.21
297.73,296.64,293.69
300.44,296.08,293.53
302.84,297.86,294.11
302.19,297.24,294.29
303.49,297.91,294.69
293.74,295.04,294.52
289.31,293.54,294.27
290.37,293.53,293.72
291.58,292.71,292.93
293.14,293.03,292.47
290.26,292.58,292.44
292.25,293.6,292.6
293.58,293.93,292.47
293.66,293.36,292.58
294.17,294.07,292.87
295.4,294.54,293.16
297.89,295.86,293.38
298.31,295.39,293.3
298.57,296.03,293.66
297.47,296.02,294.11
298.01,296.58,294.49
300.41,298.17,294.98
302,298.16,295.18
301.74,299.21,295.77
296.4,297.07,295.71
295.4,296.44,295.82
298.07,297.5,296.26
300.9,298.66,296.66
298.97,299.03,296.84
295.14,296.63,296.53
291.86,295.66,296.21
290.97,295.25,295.8
294.99,296.15,295.48
297.53,297.75,295.64
298.8,298.41,295.81
301.25,298.96,296.03
299.65,298.02,296.03
299.42,297.85,296.15
300.9,298.51,296.43
302.62,299.78,296.78
300.89,299.33,297.07
301.99,299.8,297.34
299.86,299.44,297.57
298.21,298.26,297.59
295.58,297.96,297.6
297.1,298.08,297.71
298.89,299.28,297.89
295.95,298.59,297.91
295.91,297.15,297.34
294.45,296.84,297.07
296.61,298.28,296.9
294.83,297.28,296.59
294.03,296.52,296.33
297.57,296.6,296.42
301.84,298.83,296.68
297.84,297.57,296.84
295.43,296.59,296.56
296.34,295.99,296.38
300.41,298.54,296.83
303.42,299.01,296.84
305.53,299.95,297.05
306.09,301.68,297.29
305.01,301.59,297.54
306.03,301.7,297.7
305.18,301.61,297.92
305.04,301.71,298.19
302.21,301.66,298.42
299.34,299.51,298.06
298.6,298.63,297.86
299.12,298.81,297.87
299.04,299.41,297.78
297.74,298.94,297.45
296.89,298.81,297.41
297.39,298.69,297.57
298.1,298.98,297.78
299.43,299.25,298
299.13,298.67,297.93
297.79,298.15,297.86
297.48,298.29,297.91
299.06,299.25,298.15
297.53,297.6,297.73
297.38,297.5,297.76
298.83,299.15,297.95
300.02,299.79,297.88
296.97,298.93,297.79
290.73,296.25,297.29
284.95,293.39,296.68
282.83,292.34,296.11
284.38,292.57,295.62
287.96,292.63,294.8
290.51,292.86,294.37
291.48,293.48,294.26
292.13,294.07,294.46
293.7,294.48,294.29
295.22,295.62,294.44
289.74,294.82,294.59
281.22,290.31,294.13
290.13,292.68,294.44
291.41,293.36,294.64
293.53,295.61,294.56
286.71,292.03,293.78
284.75,291.36,293.61
285.63,291.56,293.57
288.42,292.04,293.38
290.97,292.36,293.11
290.9,293.23,293.21
286.06,291.15,292.86
287.66,290.98,292.69
292.89,294.27,293.47
291.3,293.53,293.36
291.33,293.02,293.17
286.8,292.01,293.25
287.26,292.95,293.48
282.36,290.63,293.21
282.59,290.02,292.72
285.22,291.97,293.12
280.86,290,292.9
278.91,288.83,292.58
278.65,287.79,292.1
282.51,289.39,292.2
286.48,291.24,292.54
289.49,292.4,292.67
289.53,292.37,292.63
282.45,289.11,291.92
278.4,287.5,291.52
280.25,288.08,291.7
283.44,289.57,291.79
283.41,289.78,291.78
285.87,290.68,291.87
282.04,288.71,291.52
282.8,289.08,291.4
281.49,288.25,291.1
281.8,287.35,290.9
283.73,290.05,291.31
278.54,286.6,290.4
277.95,286.7,290.42
284.19,289,290.72
286.43,289.87,290.82
281.34,286.92,290.01
281.23,286.71,289.88
283.42,288.6,290.37
281.99,287.21,289.89
289.53,290.4,290.55
282.58,288.2,290.19
274.11,284.06,289.14
273.61,283.77,288.99
273.4,283.57,288.79
273.95,283.58,288.66
281.01,287.09,289.4
287.61,289.33,289.68
280.67,287.34,289.39
271.58,282.47,288.1
272.73,282.83,288.27
275.08,284.3,288.55
280.22,286.23,288.68
281.33,286.43,288.71
283.3,286.71,288.79
282.95,286.55,288.68
282.56,286.73,288.8
285.43,287.8,289.08
280.33,287.75,289.23
263.24,281.3,288.35
260.64,278.07,287.08
262.33,280.05,287.34
273.21,283.12,288.02
272.06,282.3,287.71
273.32,282.47,287.62
272.5,282.44,287.65
268.99,280.45,286.92
266.82,279.65,286.74
268.97,280.65,286.84
269.73,280.75,286.69
268.29,280.47,286.47
269.18,281.05,286.49
274.2,283.23,287.1
267.32,280.54,286.7
265.65,278.52,285.93
272.23,281.1,286.28
271.63,280.87,286.09
272.73,281.37,286.11
267.4,279.53,285.62
268.75,279.79,285.44
267.89,279.84,285.55
273.8,282.99,286.17
265.84,280.03,285.61
264.59,278.78,285.07
270.2,280.27,285.31
266.56,279.54,285.27
258.31,275.93,284.37
257.08,275.87,284.35
263.85,278.14,284.62
271.08,280.8,285.2
270.28,280.81,285.19
264.73,278.46,284.55
267.69,280.13,285.01
266.96,278.77,284.42
262.88,276.75,283.74
277.3,282.43,284.74
284.64,285.87,285.61
276.69,283.52,285.24
267.38,278.53,284.11
263.59,276.91,283.77
259.38,275.05,283.35
259.46,275.5,283.08
268.43,278.42,283.55
272.61,281.15,284.31
273.44,280.33,283.92
272.77,279.78,283.62
273.23,279.96,283.69
271.48,279.59,283.61
273.75,280.33,283.8
273.74,280.52,283.76
273.01,279.88,283.56
274.93,281.64,283.97
274.1,281.48,284.18
273.73,280.15,283.72
274.84,280.74,283.68
273.44,280.72,283.81
265.67,276.61,282.84
264.15,276.16,282.66
269.82,278.33,283
259.87,274.94,282.55
254.98,271.75,281.46
266.22,276.62,282.49
271.01,278.94,282.81
261.13,275.14,281.96
257.23,274.51,282.06
257.69,275.34,281.96
264.98,276.23,281.97
272.95,278.84,282.22
267.53,277.03,281.8
276.48,280.74,282.74
282.8,283.33,283.24
283.9,283.9,283.34
278.88,282.29,283.09
278.44,281.6,282.97
278.86,281.29,282.8
278.08,281.39,282.86
283.62,283.8,283.4
286.34,285.15,283.64
285.33,285.2,283.82
283.19,283.92,283.6
269.58,277.92,282.16
272.04,279.17,282.51
274.39,280.17,282.79
279.64,282.97,283.35
287.29,286.16,283.9
276.85,282.38,283.37
270.29,278.3,282.35
270.98,278.61,282.23
271.56,277.94,281.85
279.45,281.68,282.62
286.56,285.78,283.63
281.49,286.55,283.81
270.62,283.43,283.71
265.5,278.12,282.85
271.3,279.56,283.12
277.23,282.35,283.4
277.36,283.58,283.99
273.04,280.58,283.3
273.37,279.67,282.85
279.09,282.24,283.3
274.95,281.09,283.26
275.16,280.58,282.97
279.29,282.58,283.24
280.98,282.7,283.33
278.16,282.16,283.38
275.73,280.48,282.87
277.39,281.63,283.15
279.48,282.85,283.36
272.42,280.39,283.07
274.71,280.7,282.92
276.43,282.05,283.31
271.26,279.32,282.64
271.99,278.67,282.3
276.46,280.13,282.67
282.56,283.42,283.1
284.35,284.82,283.71
282.11,283.69,283.54
285.21,284.28,283.57
288.63,286.38,284.03
293.34,288.04,284.51
291.11,288.27,284.86
286.85,286.2,284.62
282.28,284.15,284.34
284.54,284.23,284.26
283.04,286.11,284.78
279.18,283.24,284.13
278.26,283.12,284.1
276.71,282.7,284.08
285.15,285.06,284.36
286.66,287.07,284.98
277.62,283.03,284.23
278.62,282.99,284.15
278.74,283.64,284.29
283.28,284.92,284.4
284.71,285.31,284.53
282.51,284.78,284.45
280.98,284.11,284.4
281.83,284.6,284.4
281.54,284.68,284.46
280.82,284.35,284.43
281.59,284.6,284.52
282.14,284.47,284.47
288.53,287.35,285.1
289.01,288.02,285.42
287.87,287.41,285.4
279.81,283.69,284.59
286.45,285.99,285.18
283.55,285.36,285.17
280.04,284.52,285.01
283.25,286.86,285.88
281.7,285.71,285.75
280.55,284.37,285.39
281.53,284.22,285.45
280.94,284.69,285.61
284.71,285.25,285.81
291.47,288.93,286.58
286.43,287.59,286.51
286.16,286.51,286.11
288.2,287.83,286.58
289.83,288.93,286.97
290.27,288.4,287.22
292.97,288.4,287.15
296.85,290.81,287.91
290.93,291.33,288.29
283.53,287.63,287.62
287.72,288.48,287.9
290.16,290.89,288.76
287.13,288.91,288.15
287.23,289.26,288.18
288.98,289.85,288.39
289.41,290.83,288.71
288.73,290.29,288.92
290.71,290.66,289.24
290.04,290.96,289.6
292.51,292.02,290.05
290.16,291.11,290.16
291.45,291.33,290.23
294.27,292.99,290.39
288.51,290.39,290.13
284.53,290.24,290.08
290.25,291.51,290.26
287.09,290.71,290.27
288.35,291.17,290.31
289.46,290.52,290.18
288.98,290.07,290.12
285.22,291.04,290.54
285.43,289.19,290.01
288.12,291.14,290.55
286.76,290.29,290.27
285.72,289.2,289.8
288.9,290.75,290.04
289.92,290.7,290.19
289.51,290.68,290.42
291.12,291.4,290.71
294.24,291.86,290.7
295.54,293.57,291.3
290.6,292.33,291.43
290.06,291.56,291.2
288.98,291.43,291.13
288.54,290.8,290.98
289.89,291.04,290.97
298.72,294.75,291.6
298.15,295.52,292.06
296.75,293.91,291.71
300.58,296.06,292.29
302.65,297.84,293.16
298.06,296.15,293.27
296.56,294.51,293.14
295.73,294.89,293.32
296.2,295.29,293.31
296.83,295.83,293.6
296.8,295.34,293.48
300.71,297.65,294.18
302.78,297.99,294.48
298.91,297.1,294.51
295.55,295.16,294.33
298.52,295.48,294.5
296.08,295.88,294.76
293.06,294.16,294.38
293.51,294.98,294.27
292.9,293.68,293.89
297.18,296.86,294.38
295.31,295.84,294.31
296.34,296.05,294.38
301.38,298.13,294.87
295.98,296.48,294.97
294.16,295.55,294.97
293.28,295.48,295.02
293.82,295.6,295.05
293.7,295.58,294.95
294.9,295.09,294.5
298.99,296.93,294.71
298.83,296.99,294.91
296.57,296.08,295.01
294.83,295.6,294.93
298.15,296.38,294.9
306.01,300.4,295.71
305.46,300.78,296.09
305.22,300.56,296.34
304.3,300.08,296.41
302.85,299.43,296.48
296.7,296.89,296.27
293.01,295.57,295.97
292.06,295.63,295.89
292.5,295.44,295.38
294.26,295.07,294.94
296.63,295.45,294.91
298.07,296.31,295.26
299.05,297.03,295.62
300.26,298.13,296.08
300.85,298.52,296.56
300.67,298.14,296.54
303.41,299.85,296.93
304.69,301.36,297.61
305.47,301.6,297.88
298.51,299.98,297.96
294.81,297.53,297.55
294.69,297.98,297.82
294.43,297.37,297.5
295.21,297.43,297.23
295.8,297.38,296.98
297.58,297.97,297.02
296.11,297.76,297.05
295.17,296.84,296.66
292.05,295.95,296.5
290.88,295.69,296.42
293.57,296.61,296.2
295.61,296.85,296.08
296.45,297.37,296.06
296.69,297.44,296.17
294.36,296.42,296.15
293.54,295.85,295.89
294.81,296.47,296.06
297.16,298.21,296.48
292.24,296.92,296.7
289.08,295.3,296.5
290.48,295.69,296.59
292.73,296.36,296.73
294.27,297.46,296.79
294.7,296.82,296.58
296.67,298.03,296.87
291.88,295.85,296.55
287.38,294.21,296.22
285.63,293.46,295.91
284.63,292.76,295.66
286.4,292.2,294.82
286.3,292.69,294.39
285.96,291.8,294.01
289.1,292.28,294.09
292.5,294.04,294.31
295,295.08,294.61
290.27,293.14,294.21
293.81,293.32,294.1
296.32,296.74,294.92
285.5,292.22,294.13
286.05,291.23,293.7
292.02,294.53,294.34
287.95,292.4,293.82
284.85,290.25,293.07
288.75,291.42,293
292.95,293.91,293.54
282.26,289.9,292.9
278.66,288.2,292.31
280.14,289.29,292.35
282.26,289.85,292.29
290.26,291.18,292.15
292.37,293.71,292.63
286.53,290.19,291.86
283.81,289.96,291.78
284.34,290.38,291.81
281.91,289.13,291.6
284.25,289.62,291.48
283.43,289.4,291.48
284.49,288.88,291.12
291.17,291.57,291.39
292.36,292.16,291.62
292.9,291.82,291.62
291.85,292.49,291.82
292.8,293.27,292.09
293.16,293.04,292.1
293.25,292.87,292.18
292.83,292.64,292.26
292.95,293.69,292.61
293.23,292.51,292.33
294.24,293.1,292.41
294.39,293.47,292.61
295.02,293.71,292.66
295.33,294.23,292.89
295.19,294.35,293.02
294.32,294.27,293.13
292.82,293.9,293.13
286.58,291.14,292.65
285.71,289.59,292.22
287.64,291.6,292.43
283.85,288.8,291.54
291.58,293.25,292.42
293.78,293.99,292.47
292.02,293.57,292.44
283.52,290.64,292.06
275.89,286.6,291.24
277.27,286.42,291.06
277.88,287.55,291.06
280.97,289.96,291.72
280.28,288.5,291.44
280.41,288.47,291.29
282.23,289.58,291.46
284.45,290.85,291.64
289.79,292.15,291.79
288.47,292.32,291.83
283.07,289.81,291.51
289.14,291.48,291.6
284.42,291.57,292
275.85,286.51,291.04
272.49,284.35,290.32
269.92,283.28,289.94
272.76,284.18,290.02
277.63,286.29,290.22
280.13,287.35,290.36
280.51,287.06,290.15
280.83,287.46,290.11
280.99,287.39,290.11
286.3,290.41,290.77
283.59,288.87,290.56
282.39,288.14,290.38
282.54,288.16,290.29
287.95,290.13,290.68
288.08,290.47,290.67
276.99,285.94,289.78
272.38,283.5,289.14
269.9,282.45,288.86
269.59,282.12,288.59
271.13,282.62,288.59
272.45,282.68,288.46
272.08,282.19,288.01
274.23,283.35,288.18
279.38,286.09,288.7
278.56,284.84,288.15
287.38,288.54,288.79
277.12,284.4,288.03
279.95,284.83,287.89
276.68,284.97,288.25
264.18,278.83,286.73
262,277.64,286.27
265.31,279.2,286.43
275.84,282.72,286.95
275.97,284.15,287.32
273.42,282.08,286.47
272.92,281.57,286.4
275.52,283.83,286.93
275.66,284.72,287.21
275.18,283.65,286.72
276.39,284.18,286.89
266.24,279.5,285.92
271.72,282.23,286.31
281.83,287.07,287.42
264.85,278.85,285.6
258.44,275.51,284.67
264.4,277.74,284.95
267.06,279.05,285.06
271.39,280.96,285.42
272.51,280.9,285.49
268.94,279.88,285.24
264.1,277.14,284.47
262.1,276.8,284.3
262.09,276.38,284.05
268.66,278.86,284.43
266.81,278.24,284.19
267.22,278.57,284.18
267.21,278.41,284.11
267.01,278.16,283.88
267.64,279.44,284.49
260.13,275.83,283.4
256.22,274.75,282.99
254.67,274.04,282.86
251.95,273.19,282.44
262.96,276.82,282.95
271.39,278.47,282.95
273.67,279.71,283.17
272.67,279.8,283.18
272.61,279.89,283.37
268.59,278.31,282.83
260.62,276.26,282.46
257.01,273.2,281.74
260.51,274.38,281.85
262.74,275.34,282.02
271.06,278.05,282.23
274.26,280.09,282.76
273.63,279.35,282.49
276.35,281.3,283.01
267.06,276.88,282.04
272.56,279.18,282.45
271.25,278.7,282.39
271.79,278.03,281.96
275.59,280.95,283.06
278.72,282.15,283.16
277.02,280.54,282.71
282.06,283.24,283.23
283.95,284.05,283.33
283.38,283.93,283.27
282.6,283.38,283.21
284.89,283.33,283.08
286.48,284.65,283.3
282.87,285.15,283.58
279.78,284.67,283.8
286.11,285.89,283.92
286.26,285.53,283.92
279.74,283.09,283.66
276.3,281.91,283.4
268.15,277.51,282.41
271.68,278.46,282.58
265.6,278.01,282.9
263.23,276.25,282.27
264.4,278.4,282.82
265.76,277.69,282.49
273.86,278.14,282.19
282.33,282.96,282.97
276.63,282,283.13
272.55,279.01,282.26
272.48,278.47,282.05
272,278.45,282.16
270.53,279.5,282.63
270.89,278.31,282.03
275.77,280.65,282.73
275.55,280.92,282.7
275.42,280.54,282.74
280.13,282.66,283.04
265.82,276.84,281.99
264.77,275.16,281.34
266.38,275.62,281.3
267.52,276.67,281.34
277.3,281.32,282.45
276.41,280.25,282.29
281.35,282.25,282.43
281.98,283.97,282.9
281.61,285.19,283.26
277.09,282.89,283.22
279.87,282.19,282.68
278.87,282.4,282.91
275.55,280.88,282.53
273.93,280.51,282.72
276.32,280.12,282.37
278.73,281.67,282.54
278.04,280.92,282.39
278.21,280.9,282.33
277.89,280.89,282.41
279.02,282.37,282.83
277.47,281.41,282.8
282.01,283.05,282.94
285.25,284.73,283.2
278.88,282.43,282.94
274.8,280.98,282.73
272.4,279.34,282.3
272.58,279.34,282.2
272.47,279.32,282.43
278.94,282.72,282.94
278.12,282.67,283.12
276.21,282.23,283.28
276.33,281.81,283.09
276.91,281.53,282.98
276.39,281.49,282.94
276.12,281.47,282.98
276.58,281.22,282.84
277.5,281.44,282.89
278.15,282.19,283.05
280.4,282.67,283.07
282.65,283.92,283.39
283.78,284.59,283.78
283.66,284.37,283.93
285.75,285.76,284.22
283.75,284.52,284.08
286.77,285.53,284.38
289.12,286.93,284.66
286.75,286.62,284.75
290.22,287.22,284.83
292.76,289.45,285.41
291.73,289.07,285.71
294.52,290.48,286.24
294.42,290.94,286.69
287.56,288.39,286.67
283.31,286.54,286.48
286.12,287.53,286.9
286,288.02,286.94
288.1,287.88,286.83
287.89,288.01,287.16
288.62,288.84,287.63
289.95,289.45,287.73
290.96,289.55,287.68
290.92,289.56,288.04
291.25,289.41,288.15
292.72,290.29,288.57
290.55,290.83,289.13
288.83,289.9,289.21
290.05,290.57,289.06
287.45,290.81,289.14
280.54,286.98,288.55
281,287.18,288.44
282.01,287.23,288.28
281.66,285.87,287.36
285.76,287.66,287.53
288.57,288.99,287.56
284.33,287.55,287.41
286.85,288.28,287.52
288.15,289.19,287.87
286.23,287.66,287.52
286.13,287.23,287.49
286.93,288.6,287.95
286.26,288.57,287.98
285.76,288.41,287.96
287.53,288.82,288.1
288.31,288.7,288.1
290.47,290.16,288.48
290.07,289.87,288.5
291.24,290.28,288.61
290.98,291.15,288.95
292.95,291.56,289.3
289.27,290.86,289.75
289,289.89,289.5
291.25,291.27,289.82
290.39,290.6,289.96
293.61,291.72,290.25
298.64,294.47,290.99
295.89,293.59,291.23
291.8,292.13,291.1
294.6,294,291.64
300.96,296.75,292.3
301.07,295.9,292.09
297.79,294.62,291.88
296.78,293.99,292.19
297.08,293.85,292.32
299.58,295.71,292.6
300.42,295.76,292.48
299.24,295.78,292.44
295.03,293.74,292.4
297.45,294.95,292.94
301.2,297.52,293.56
296.54,295.56,293.56
296.1,295.2,293.66
296.59,295.65,293.51
298.63,296.02,293.46
301.72,297.05,293.82
302.04,297.7,294.43
302.4,297.12,294.3
303.62,299.1,294.83
304.4,299.57,295.22
304.49,298.94,295.18
304.48,299.57,295.61
301.37,300.53,296.22
295.9,297.92,296.53
294.93,297.47,296.82
296.31,297.21,296.87
298.4,298.97,297.27
301.22,299.8,297.21
303.41,300.85,297.15
300.9,299.3,297.08
305.71,301.2,297.35
304.9,301.15,297.44
305.62,300.3,297.21
305.8,302.4,297.94
300.42,299.08,297.73
297.99,298.08,297.63
299.15,297.76,297.41
304.81,300.77,297.81
306.13,300.49,297.15
305.75,300.69,296.97
307.55,300.89,296.99
307.83,301.45,297.37
308.51,302.4,297.79
307.03,301.98,298.09
303.92,300.02,298.03
304.69,301.47,298.37
305.59,300.85,298.21
306.97,301.91,298.11
305.38,300.83,297.86
303.85,299.9,297.43
302.9,299.81,297.17
303.92,300.72,297.42
296.75,298.22,297.03
294.82,297.5,296.94
299.4,300.29,297.53
293.14,297.26,297.17
289.76,295.86,296.92
287.02,294.84,296.53
287.02,294.6,296.38
289.88,293.94,295.99
294.31,294.55,295.42
296.43,295.29,295.16
298.28,296.8,295.27
302.23,298.65,295.58
293.84,296.04,295.62
289.6,294.18,295.33
291.58,294.31,295.39
296.6,296.8,295.59
291.8,295.2,295.47
286.72,292.91,294.87
284.9,291.3,294.53
285.81,291.93,294.43
287.67,292.45,294.43
290.23,293.55,294.28
293.67,294.43,294.08
292.4,294.99,294.33
288.4,292.64,293.85
284.44,290.85,293.56
282.37,290.07,293.35
283.32,290.33,293.33
285.12,290.56,293.3
288.46,292.69,293.71
287.93,292.97,293.68
291.58,293.75,293.54
289.82,293.15,293.46
288.48,292.08,293.29
286.6,291.13,293.05
287.02,290.82,292.94
290.34,291.65,292.93
293.95,294.11,293.29
290.6,292.79,293.32
293.65,293.18,293.24
298.61,295.36,293.68
298,295.74,293.94
297.86,295.77,294.06
299.42,296.1,294.19
298.78,296.54,294.34
297.35,295.64,294.49
296.94,295.63,294.54
296.53,295.74,294.63
293.47,295.64,294.82
289.93,294.53,294.88
290.29,294.2,294.9
288.61,293.34,294.72
286.93,291.8,294.3
289.32,292.42,294.18
292.31,294.25,294.43
293.82,294.87,294.56
294.82,295.64,294.62
291.56,293.79,294.53
294.38,295.59,294.99
286,293.43,294.89
281.26,291.17,294.26
281.53,290.99,294.13
282.89,290.34,293.74
278.29,288.86,293.16
277.2,288.05,292.89
282.86,290.4,293.11
283.28,291.17,293.13
282.89,290.66,292.8
286.98,290.77,292.69
284.63,290.53,292.59
280.73,289.49,292.4
283.97,290.41,292.36
290.48,292.2,292.61
292.75,292.88,292.68
295.08,293.64,292.83
294.11,293.69,292.93
284.18,291.02,292.76
275.12,286.82,291.74
276.12,287.47,291.8
277.37,287.68,291.8
280.12,288.51,291.6
284.86,290.09,291.65
286.84,291.7,292.08
279.34,287.67,291.23
283.64,289.39,291.49
280.09,287.59,291.07
279.37,286.81,290.66
276.33,286.08,290.54
273.88,285.11,290.26
274.62,285.4,290.12
280.56,287.75,290.48
276.12,286.23,290.12
278.1,286.47,289.94
275.59,285.19,289.76
273.59,284.29,289.46
273.49,283.88,289.23
275.27,284.66,289.38
275.48,284.45,289.12
272.79,283.19,288.71
271.21,282.44,288.39
276.45,284.9,288.96
272.04,282.47,288.14
273.53,282.88,288.12
274.94,283.79,288.23
278.91,285.83,288.49
276.04,284.04,288.04
275,283.26,287.77
276.42,283.91,288.02
268.3,280.86,287.31
264.47,279.08,286.76
263.19,278.45,286.77
263.82,277.77,286.24
269.29,280.11,286.39
269.08,280.95,286.4
263.82,279.71,286.35
264.56,279.12,285.91
266.5,279.96,286.02
268.95,280.86,286.04
268.59,281.2,286.26
269.27,281.59,286.11
262.87,279.1,285.36
261.1,278.37,284.98
260.42,278.18,285
266.12,278.79,284.96
269.38,280,285.14
266.46,279.86,285.01
266.36,279.41,284.84
268.64,279.8,284.8
269.47,280.4,284.89
272.47,281.32,285.23
273.87,282.38,285.68
274.18,281.76,285.19
275.69,282.86,285.34
282.38,284.97,285.6
