"hw.number","mean.temp","max.temp","min.temp","length","start.date","end.date","start.doy","start.month","days.above.80","days.above.85","days.above.90","days.above.95","days.above.99th","days.above.99.5th","first.in.season","threshold","mean.temp.quantile","max.temp.quantile","min.temp.quantile","mean.temp.1","mean.summer.temp","city"
12,86.8750769230769,89.96,83.066,13,2071-06-20,2071-07-02,170,6,13,11,0,0,0,0,0,82.92344,0.942191780821918,0.983561643835616,0.837534246575342,63.7728997260274,80.0993176470588,"balt"
13,87.106,90.896,82.9399999999999,9,2071-07-04,2071-07-12,184,7,9,7,1,0,0,0,0,82.92344,0.945205479452055,0.98986301369863,0.834520547945205,63.7728997260274,80.0993176470588,"balt"
14,86.207,87.368,85.046,4,2071-07-15,2071-07-18,195,7,4,4,0,0,0,0,0,82.92344,0.926849315068493,0.949315068493151,0.895616438356164,63.7728997260274,80.0993176470588,"balt"
15,88.30175,92.5159999999999,83.318,8,2071-07-23,2071-07-30,203,7,8,6,2,0,2,1,0,82.92344,0.966301369863014,0.996438356164384,0.846849315068493,63.7728997260274,80.0993176470588,"balt"
16,87.6629677419355,91.364,83.948,31,2071-08-01,2071-08-31,212,8,31,30,6,0,1,0,0,82.92344,0.955890410958904,0.992054794520548,0.864383561643836,63.7728997260274,80.0993176470588,"balt"
17,86.183375,90.158,83.318,16,2072-06-13,2072-06-28,164,6,16,10,1,0,0,0,1,82.92344,0.926027397260274,0.984657534246575,0.846849315068493,63.7728997260274,80.0993176470588,"balt"
18,87.05,93.74,82.9579999999999,18,2072-06-30,2072-07-17,181,6,18,13,2,0,2,2,0,82.92344,0.943835616438356,0.998356164383562,0.835068493150685,63.7728997260274,80.0993176470588,"balt"
19,86.943875,91.094,83.624,16,2072-07-31,2072-08-15,212,7,16,13,2,0,1,0,0,82.92344,0.942739726027397,0.99041095890411,0.855068493150685,63.7728997260274,80.0993176470588,"balt"
20,85.258,86.666,82.9579999999999,9,2072-08-21,2072-08-29,233,8,9,5,0,0,0,0,0,82.92344,0.902191780821918,0.937260273972603,0.835068493150685,63.7728997260274,80.0993176470588,"balt"
21,83.774,84.002,83.642,3,2072-09-02,2072-09-04,245,9,3,0,0,0,0,0,0,82.92344,0.86,0.866849315068493,0.855890410958904,63.7728997260274,80.0993176470588,"balt"
